Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,AgeNorm,DebtNorm,YearsEmployedNorm,CreditScoreNorm,IncomeNorm,AgeLog,DebtLog,YearsEmployedLog,CreditScoreLog,IncomeLog
0,49.83,13.585,1,1,Financials,Black,8.5,1,0,0,1,ByBirth,00000,0,1,1.5370580229062774,1.77278864890393,1.8752554155182848,-0.49397619743508525,-0.19556051634407481,1.491233785052476,1.5192569079694334,1.8756725694456984,-0.7395704503769633,-0.9341639144381613
1,22.67,10.5,1,1,Materials,Black,1.335,1,0,0,0,ByBirth,00100,0,1,-0.751585423519414,1.1526702256045909,-0.26591057600680623,-0.49397619743508525,-0.19556051634407481,-0.7707510268327405,1.2361237365241589,0.015836377901771212,-0.7395704503769633,-0.9341639144381613
1,27.0,1.5,0,0,Industrials,White,0.375,1,0,0,1,ByBirth,00260,1065,1,-0.3867170095642137,-0.6564272815895907,-0.552793946818263,-0.49397619743508525,0.00885571036595906,-0.27354393288202716,-0.5820264885724602,-0.6860132147888574,-0.7395704503769633,1.2537698865329137
1,25.0,12.5,1,1,ConsumerStaples,White,3.0,1,0,0,1,ByOtherMeans,00020,0,1,-0.55524745480911,1.5546918938699645,0.23165277024431405,-0.49397619743508525,-0.19556051634407481,-0.4928764793005028,1.4271566785323315,0.729248729662464,-0.7395704503769633,-0.9341639144381613
0,26.08,8.665,1,1,ConsumerStaples,White,1.415,1,0,0,0,ByBirth,00160,150,1,-0.46424101437686616,0.7838153449711104,-0.24200362843918483,-0.49397619743508525,-0.16676949849759118,-0.3724225616950512,1.029014849860392,0.060483948151366956,-0.7395704503769633,0.6404198425202319
0,18.42,9.25,1,1,Materials,White,1.21,1,1,4,0,ByBirth,00060,540,1,-1.1097126196648186,0.9014066829387324,-0.3032651815812147,0.32862102318793285,-0.0919128520967337,-1.3564774704191662,1.0990296284163668,-0.057083518844992624,0.994359622732313,1.0409134371355242
1,20.17,8.17,1,1,ConsumerStaples,White,1.96,1,1,14,0,ByBirth,00060,158,1,-0.9622484800755344,0.6843149820754305,-0.07913754813476409,2.3851140747454784,-0.1652339775457787,-1.1011153632854926,0.9663781607226823,0.3301792738607801,2.1779510314422423,0.6566212285051293
1,47.67,0.29,1,1,Energy,Asian,15.0,1,1,20,0,ByBirth,00000,15000,1,1.3550451420417897,-0.8996503908901419,3.8176949053875235,3.6190099056800054,2.68354126830429,1.3627148692664377,-1.3703174520190886,2.566573137423524,2.540449842571591,2.0836059888199525
0,21.25,2.335,1,1,ConsumerDiscretionary,Asian,0.5,1,1,4,0,ByOtherMeans,00080,0,1,-0.8712420396432906,-0.48858323508879725,-0.5154393412438545,0.32862102318793285,-0.19556051634407481,-0.9538530322775067,-0.23868524257519858,-0.5706927379986325,0.994359622732313,-0.9341639144381613
0,20.67,3.0,1,1,Materials,White,0.165,1,1,3,0,ByBirth,00100,6,1,-0.9201158687643104,-0.3549110303905605,-0.615549684183269,0.12297171803217832,-0.19440887563021547,-1.0320264423088719,-0.02206208729037201,-0.9056668761680456,0.7539556212763365,-0.3234747336752096
0,57.08,19.5,1,1,Energy,White,5.5,1,1,7,0,ByBirth,00000,3000,1,2.1479808869190267,2.9617677327987724,0.9787448817324826,0.9455689386551964,0.3802598405855981,1.8858556463774374,1.9248482430204774,1.372716224815417,1.5007186571029862,1.57859628792256
0,22.42,5.665,1,1,Materials,White,2.585,1,1,7,0,ByBirth,00129,3257,1,-0.7726517291750261,0.18078284257305,0.10763547973727805,0.9455689386551964,0.4295884511625734,-0.8021766244433316,0.5862399303522741,0.5840754068237408,1.5007186571029862,1.604383230994261
1,48.75,8.5,1,1,Energy,Black,12.5,1,1,9,0,ByBirth,00181,1655,1,1.4460515824740336,0.7506485573392172,3.0706027938993548,1.3568675489667055,0.12210038056212806,1.4276718715479728,1.0084996829879624,2.3413975499623545,1.7411226585589632,1.3920103566754554
1,40.0,6.5,1,1,ConsumerStaples,Asian,3.5,1,1,1,0,ByBirth,00000,500,1,0.7087308845276122,0.3486268890738435,0.38107119254194777,-0.2883268922793307,-0.09959045685579601,0.8551648262972606,0.7268650479725512,0.8853524059818612,0.007192585449686604,1.0168069918190157
1,40.58,5.0,1,1,Energy,White,5.0,1,1,7,0,ByBirth,00000,3065,1,0.757604713648632,0.04711063787481323,0.8293264594348488,0.9455689386551964,0.3927359483190743,0.8967394572800861,0.46101083465052917,1.2666316697624276,1.5007186571029862,1.5853211505550764
0,28.67,1.04,1,1,Energy,White,2.5,1,1,5,1,ByBirth,00300,1430,1,-0.24599408778472515,-0.7488922652906267,0.08223434794668033,0.5342703283436874,0.0789138537924026,-0.10208658398229342,-0.8242877642069311,0.5522729777931663,1.1907839941596159,1.3461809585559212
0,33.08,4.625,1,1,Materials,Black,1.625,1,1,2,0,ByBirth,00000,0,1,0.12561554398027092,-0.028268424924944337,-0.17924789107417866,-0.0826775871235762,-0.19556051634407481,0.30804266541267117,0.38411935530934216,0.17099371401259958,0.44402095833296623,-0.9341639144381613
1,21.33,10.5,1,1,Energy,White,3.0,1,0,0,1,ByBirth,00000,0,1,-0.8645008218334949,1.1526702256045909,0.23165277024431405,-0.49397619743508525,-0.19556051634407481,-0.9432307329381334,1.2361237365241589,0.729248729662464,-0.7395704503769633,-0.9341639144381613
1,42.0,0.205,1,1,ConsumerDiscretionary,Black,5.125,1,0,0,0,ByBirth,00400,0,1,0.8772613297725086,-0.9167363117914202,0.8666810650092573,-0.49397619743508525,-0.19556051634407481,0.9961264659449928,-1.4515267362103441,1.2939594298043984,-0.7395704503769633,-0.9341639144381613
1,41.75,0.96,1,1,Utilities,White,2.5,1,0,0,0,ByBirth,00510,600,1,0.8561950241168965,-0.7649731320212416,0.08223434794668033,-0.49397619743508525,-0.08039644495814025,0.9788690702483911,-0.8719502966877969,0.5522729777931663,-0.7395704503769633,1.0739209400975374
1,22.67,1.585,0,0,Industrials,White,3.085,1,1,6,0,ByBirth,00080,0,1,-0.751585423519414,-0.6393413606883124,0.25705390203491174,0.7399196334994419,-0.19556051634407481,-0.7707510268327405,-0.5421921485628389,0.7571173382758214,1.3568584338616614,-0.9341639144381613
1,34.5,4.04,0,0,ConsumerDiscretionary,Asian,8.5,1,1,7,1,ByBirth,00195,0,1,0.24527216010414743,-0.14585976289256614,1.8752554155182848,0.9455689386551964,-0.19556051634407481,0.4288608682024638,0.2532854385706957,1.8756725694456984,1.5007186571029862,-0.9341639144381613
1,28.25,5.04,0,0,Energy,Asian,1.5,1,1,8,1,ByBirth,00144,7,1,-0.28138548128615354,0.05515107124012071,-0.2166024966485871,1.1512182438109508,-0.19421693551123892,-0.14428168734173608,0.4689271722141848,0.10632969892221877,1.6276123670428957,-0.2815682886075408
1,33.17,3.165,0,0,Utilities,White,3.165,1,1,3,1,ByBirth,00380,0,1,0.13319941401629154,-0.32174424275866714,0.2809608496025332,0.12297171803217832,-0.19556051634407481,0.3158483006442024,0.026096760307008252,0.7828218900245187,0.7539556212763365,-0.9341639144381613
1,48.17,7.625,1,1,Industrials,Black,15.5,1,1,12,0,ByBirth,00000,790,1,1.3971777533530139,0.5747640774731162,3.967113327685157,1.9738154644339692,-0.04392782235259429,1.3929648768448344,0.8933780438609498,2.607356336952696,2.0237811474355913,1.1601315857428476
1,27.58,2.04,0,0,ConsumerStaples,White,2.0,1,1,3,1,ByBirth,00370,560,1,-0.3378431804431939,-0.5478814311579399,-0.06718407435095339,0.12297171803217832,-0.08807404971720255,-0.21286353635052613,-0.34902735826019265,0.34796946588189764,0.7539556212763365,1.0523060549632397
1,22.58,10.04,1,1,Utilities,White,0.04,1,1,9,0,ByBirth,00060,396,1,-0.7591692935554346,1.0602052419035548,-0.6529042897576776,1.3568675489667055,-0.119552229229358,-0.7820258403784153,1.1874882318210156,-1.0560945292262123,1.7411226585589632,0.9437877200525887
0,24.08,0.5,1,1,Materials,Black,1.25,1,1,1,0,ByBirth,00000,678,1,-0.6327714596217624,-0.8574381157222776,-0.29131170779740395,-0.2883268922793307,-0.06542511567796874,-0.5994997629062766,-1.1906263945576916,-0.03330979789866904,0.007192585449686604,1.1122166835496765
0,41.33,1.0,1,1,ConsumerDiscretionary,Asian,2.25,1,0,0,1,ByBirth,00000,300,1,0.8208036306154681,-0.7569326986559342,0.007525136797863474,-0.49397619743508525,-0.13797848065110754,0.9496481772616954,-0.8478807018944824,0.4540540209348871,-0.7395704503769633,0.8569108141639417
1,24.83,2.75,1,1,Energy,White,2.25,1,1,6,0,ByBirth,00000,600,1,-0.5695725426549263,-0.4051637389237322,0.007525136797863474,0.7399196334994419,-0.08039644495814025,-0.5122914802757532,-0.098953566631559,0.4540540209348871,1.3568584338616614,1.0739209400975374
0,20.75,10.25,1,1,Materials,White,0.71,1,1,2,1,ByBirth,00049,0,1,-0.9133746509545146,1.1024175170714192,-0.4526836038788484,-0.0826775871235762,-0.19556051634407481,-1.0211203591197318,1.2099379699134527,-0.3970345082765344,0.44402095833296623,-0.9341639144381613
1,36.33,2.125,0,0,Industrials,White,0.085,1,1,1,0,ByBirth,00050,1187,1,0.3994775175032274,-0.5307955102566615,-0.6394566317508905,-0.2883268922793307,0.032272404881099094,0.5776257259176013,-0.31617227525043806,-0.9999536908137862,0.007192585449686604,1.2877760785860553
0,35.42,12.0,1,1,Materials,Black,14.0,1,1,8,0,ByBirth,00000,6590,1,0.32279616491679985,1.4541864768036212,3.518858060792256,1.1512182438109508,1.06932486771144,0.5045842472780719,1.3821926849627089,2.4810370467832423,1.6276123670428957,1.8255067242960057
0,71.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,00000,0,1,3.3698266149445244,-0.957943532788621,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,2.5454636668475046,-1.673699316498593,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
1,28.67,9.335,1,1,Materials,Black,5.665,1,1,6,0,ByBirth,00381,168,1,-0.24599408778472515,0.9184926038400109,1.0280529610907017,0.7399196334994419,-0.16331457635601315,-0.10208658398229342,1.1088688269848306,1.4059397878077946,1.3568584338616614,0.6757632680343527
1,35.17,2.5,1,1,Financials,White,4.5,1,1,7,0,ByBirth,00150,1270,1,0.30172985926118784,-0.4554164474569039,0.6799080371372151,0.9455689386551964,0.04820343475615337,0.4841981976978155,-0.18115197866706215,1.1513111929722029,1.5007186571029862,1.308970033908008
1,39.5,4.25,1,1,Energy,Asian,6.5,1,1,16,0,ByBirth,00117,1210,1,0.6665982732163882,-0.1036474877247019,1.27758172632775,2.7964126850569873,0.03668702761755992,0.8188498310984879,0.301920943273839,1.5623748429027122,2.312795709783764,1.2937938866689853
1,39.33,5.875,1,1,InformationTechnology,Black,10.0,1,1,14,1,ByBirth,00399,0,1,0.6522731853705719,0.2229951177409142,2.323510682411186,2.3851140747454784,-0.19556051634407481,0.8064005254483781,0.623199308840027,2.069973396852733,2.1779510314422423,-0.9341639144381613
1,24.33,6.625,0,0,Real Estate,White,5.5,1,0,0,1,ByOtherMeans,00100,0,1,-0.6117051539661504,0.37375324334042936,0.9787448817324826,-0.49397619743508525,-0.19556051634407481,-0.570143888666532,0.7465581313761289,1.372716224815417,-0.7395704503769633,-0.9341639144381613
1,60.08,14.5,1,1,Healthcare,Latino,18.0,1,1,15,1,ByBirth,00000,1000,1,2.400776554786371,1.9567135621353382,4.714205439173326,2.5907633799012326,-0.0036203973675171864,2.0349120677636217,1.5917496024177815,2.794334773326228,2.2474816929296364,1.2340255049553286
1,23.08,11.5,1,1,ConsumerDiscretionary,White,3.5,1,1,9,0,ByBirth,00056,742,1,-0.7170366822442106,1.3536810597372777,0.38107119254194777,1.3568675489667055,-0.05314094806346906,-0.7199246325867877,1.335464953957783,0.8853524059818612,1.7411226585589632,1.1404850891561036
1,26.67,2.71,0,0,InformationTechnology,White,5.25,1,1,1,0,ByBirth,00211,0,1,-0.41452453302962144,-0.41320417228903966,0.9040356705836657,-0.2883268922793307,-0.19556051634407481,-0.30863252574016625,-0.11173014398173102,1.3207350759430336,0.007192585449686604,-0.9341639144381613
1,48.17,3.5,1,1,ConsumerStaples,White,3.5,1,0,0,0,ByOtherMeans,00230,0,1,1.3971777533530139,-0.254405613324217,0.38107119254194777,-0.49397619743508525,-0.19556051634407481,1.3929648768448344,0.11826514198732002,0.8853524059818612,-0.7395704503769633,-0.9341639144381613
1,41.17,4.04,1,1,InformationTechnology,Black,7.0,1,1,8,0,ByBirth,00320,0,1,0.8073211949958767,-0.14585976289256614,1.4270001486253838,1.1512182438109508,-0.19556051634407481,0.9384400787490093,0.2532854385706957,1.647910933542994,1.6276123670428957,-0.9341639144381613
1,55.92,11.5,1,1,Healthcare,Latino,5.0,1,1,5,0,ByBirth,00000,8851,1,2.050233228676987,1.3536810597372777,0.8293264594348488,0.5342703283436874,1.5033014767174369,1.8261462025880881,1.335464953957783,1.2666316697624276,1.1907839941596159,1.918067859962944
1,53.92,9.625,1,1,Education,White,8.665,1,1,5,0,ByBirth,00000,0,1,1.8817027834320907,0.9767857457384899,1.9245634948765038,0.5342703283436874,-0.19556051634407481,1.7202824499135871,1.1418391830264552,1.8984941770950219,1.1907839941596159,-0.9341639144381613
0,18.92,9.25,0,0,Energy,White,1.0,1,1,4,1,ByBirth,00080,500,1,-1.0675800083535947,0.9014066829387324,-0.3660209189462208,0.32862102318793285,-0.09959045685579601,-1.28124121329833,1.0990296284163668,-0.18941347421806598,0.994359622732313,1.0168069918190157
0,50.08,12.54,1,1,ConsumerStaples,White,2.29,1,1,3,1,ByBirth,00156,0,1,1.5581243285618895,1.562732327235272,0.01947861058167418,0.12297171803217832,-0.19556051634407481,1.5057546412658036,1.4306815462513076,0.47026644824234753,0.7539556212763365,-0.9341639144381613
1,65.42,11.0,1,1,Education,Other,20.0,1,1,7,1,ByBirth,00022,0,1,2.8507528435902443,1.2531756426709344,5.31187912836386,0.9455689386551964,-0.19556051634407481,2.2829701311452424,1.2868294492546397,2.9269803256541898,1.5007186571029862,-0.9341639144381613
0,17.58,9.0,1,1,ConsumerStaples,White,1.375,1,0,0,1,ByBirth,00000,0,1,-1.1804954066676754,0.8511539744055606,-0.2539571022229955,-0.49397619743508525,-0.19556051634407481,-1.4873458091590677,1.069610740635761,0.038348161684638005,-0.7395704503769633,-0.9341639144381613
0,18.83,9.54,1,1,ConsumerStaples,White,0.085,1,0,0,0,ByBirth,00100,0,1,-1.0751638783896151,0.9596998248372114,-0.6394566317508905,-0.49397619743508525,-0.19556051634407481,-1.294643356847839,1.1322696181644314,-0.9999536908137862,-0.7395704503769633,-0.9341639144381613
0,37.75,5.5,1,1,Materials,White,0.125,1,0,0,1,ByBirth,00228,0,1,0.5191341336271039,0.14761605494115665,-0.6275031579670798,-0.49397619743508525,-0.19556051634407481,0.6881191484273891,0.5563740703585983,-0.951972001779199,-0.7395704503769633,-0.9341639144381613
1,23.25,4.0,1,1,Energy,Asian,0.25,1,0,0,1,ByBirth,00160,0,1,-0.7027115943983943,-0.15390019625787363,-0.5901485523926714,-0.49397619743508525,-0.19556051634407481,-0.6991036095755844,0.24379212603165012,-0.8123325049583112,-0.7395704503769633,-0.9341639144381613
1,18.08,5.5,1,1,Financials,White,0.5,1,0,0,0,ByBirth,00080,0,1,-1.1383627953564512,0.14761605494115665,-0.5154393412438545,-0.49397619743508525,-0.19556051634407481,-1.4087529017374045,0.5563740703585983,-0.5706927379986325,-0.7395704503769633,-0.9341639144381613
0,22.5,8.46,0,0,Utilities,White,2.46,0,0,0,0,ByBirth,00164,0,1,-0.7659105113652304,0.7426081239739099,0.07028087416286963,-0.49397619743508525,-0.19556051634407481,-0.7920840827742887,1.0034726526607187,0.5370389088513369,-0.7395704503769633,-0.9341639144381613
1,19.67,0.375,1,1,Materials,White,2.0,1,1,2,1,ByBirth,00080,0,1,-1.0043810913867586,-0.8825644699888634,-0.06718407435095339,-0.0826775871235762,-0.19556051634407481,-1.1718557044986222,-1.294292133690216,0.34796946588189764,0.44402095833296623,-0.9341639144381613
1,22.08,11.0,1,1,InformationTechnology,White,0.665,1,0,0,0,ByBirth,00100,0,1,-0.8013019048666588,1.2531756426709344,-0.46613126188563536,-0.49397619743508525,-0.19556051634407481,-0.8454580792969469,1.2868294492546397,-0.43237925370035296,-0.7395704503769633,-0.9341639144381613
1,25.17,3.5,1,1,InformationTechnology,White,0.625,1,1,7,0,ByBirth,00000,7059,1,-0.5409223669632937,-0.254405613324217,-0.4780847356694461,0.9455689386551964,1.1593447835114454,-0.47358800980337723,0.11826514198732002,-0.464608182945643,1.5007186571029862,1.847079537223697
0,47.42,3.0,1,1,Utilities,White,13.875,1,1,2,1,ByBirth,00519,1704,1,1.3339788363861778,-0.3549110303905605,3.4815034552178474,-0.0826775871235762,0.1315054463919794,1.347473126978288,-0.02206208729037201,2.469946192054916,0.44402095833296623,1.4011617195832509
1,33.5,1.75,1,1,Utilities,Black,4.5,1,1,4,1,ByBirth,00253,857,1,0.16100693748169928,-0.606174573056419,0.6799080371372151,0.32862102318793285,-0.03106783438116493,0.3442941157224672,-0.4684735190861056,1.1513111929722029,0.994359622732313,1.1856480644946465
1,27.67,13.75,1,1,Industrials,White,5.75,1,0,0,1,ByBirth,00487,500,1,-0.3302593104071733,1.8059554365358232,1.0534540928812994,-0.49397619743508525,-0.09959045685579601,-0.20355812613890187,1.5326595875276818,1.4227353460818244,-0.7395704503769633,1.0168069918190157
0,58.42,21.0,1,1,ConsumerDiscretionary,Asian,10.0,1,1,13,0,ByBirth,00000,6700,1,2.260896285233107,3.2632839839978027,2.323510682411186,2.179464769589724,1.0904382807988613,1.953363438945548,2.008982324726226,2.069973396852733,2.103621469688311,1.8307011759157799
0,20.67,1.835,1,1,Materials,White,2.085,1,1,5,0,ByBirth,00220,2503,1,-0.9201158687643104,-0.5890886521551406,-0.04178294256035566,0.5342703283436874,0.28486560145424894,-1.0320264423088719,-0.4322059467557229,0.3849988915723471,1.1907839941596159,1.5217750572463362
1,26.17,0.25,1,1,ConsumerDiscretionary,Asian,0.0,1,0,0,1,ByBirth,00000,0,1,-0.45665714434084553,-0.9076908242554493,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,-0.36260256566749416,-1.4078451031765706,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
1,21.33,7.5,1,1,ConsumerStaples,White,1.415,1,1,1,0,ByBirth,00080,9800,1,-0.8645008218334949,0.5496377232065304,-0.24200362843918483,-0.2883268922793307,1.6854526496261901,-0.9432307329381334,0.8759849697044331,0.060483948151366956,0.007192585449686604,1.9500288404519852
1,42.83,4.625,1,1,Materials,White,4.58,1,0,0,0,ByOtherMeans,00000,0,1,0.9472014645491403,-0.028268424924944337,0.7038149847048366,-0.49397619743508525,-0.19556051634407481,1.0527099475408186,0.38411935530934216,1.1704501451359688,-0.7395704503769633,-0.9341639144381613
1,38.17,10.125,1,1,Utilities,White,2.5,1,1,6,0,ByBirth,00520,196,1,0.5545255271285323,1.0772911628048334,0.08223434794668033,0.7399196334994419,-0.15794025302466952,0.7200251732902793,1.1966260501952692,0.5522729777931663,1.3568584338616614,0.7238753113056899
1,20.5,10.0,0,0,Energy,White,2.5,1,0,0,0,ByOtherMeans,00040,0,1,-0.9344409566101267,1.0521648085382476,0.08223434794668033,-0.49397619743508525,-0.19556051634407481,-1.0553361734542546,1.1831637101221155,0.5522729777931663,-0.7395704503769633,-0.9341639144381613
1,48.25,25.085,1,1,Industrials,White,1.75,1,1,3,0,ByBirth,00120,14,1,1.4039189711628095,4.084413241429829,-0.14189328549977023,0.12297171803217832,-0.19287335467840303,1.3977763145660353,2.2118999226098843,0.23264898909167267,0.7539556212763365,-0.08429067667385898
1,28.33,5.0,1,1,Industrials,White,11.0,1,0,0,1,ByBirth,00070,0,1,-0.2746442634763578,0.04711063787481323,2.6223475270064536,-0.49397619743508525,-0.19556051634407481,-0.1361980087719887,0.46101083465052917,2.1852938736429577,-0.7395704503769633,-0.9341639144381613
0,18.75,7.5,1,1,Materials,White,2.71,1,1,5,0,ByBirth,00000,26726,1,-1.081905096199411,0.5496377232065304,0.14499008531168647,0.5342703283436874,4.9342311034234045,-1.3066075367642156,0.8759849697044331,0.6294996405513427,1.1907839941596159,2.2648620816577747
1,18.5,2.0,1,1,ConsumerDiscretionary,White,1.5,1,1,2,0,ByBirth,00120,300,1,-1.102971401855023,-0.5559218645232473,-0.2166024966485871,-0.0826775871235762,-0.13797848065110754,-1.3443104030207438,-0.36480777995358116,0.10632969892221877,0.44402095833296623,0.8569108141639417
1,33.17,3.04,0,0,Energy,Black,2.04,1,1,1,1,ByBirth,00180,18027,1,0.13319941401629154,-0.34687059702525297,-0.05523060056714268,-0.2883268922793307,3.2645440084463297,0.3158483006442024,-0.010207219131811891,0.3655240192845986,0.007192585449686604,2.1412912389883973
1,45.0,8.5,1,1,InformationTechnology,Black,14.0,1,1,1,1,ByBirth,00088,2000,1,1.130056997639853,0.7506485573392172,3.518858060792256,-0.2883268922793307,0.18831972160904045,1.1957280394427068,1.0084996829879624,2.4810370467832423,0.007192585449686604,1.4514005817489517
0,19.67,0.21,1,1,Materials,Black,0.29,1,1,11,0,ByBirth,00080,99,1,-1.0043810913867586,-0.9157312576207568,-0.5781950786088607,1.7681661592782147,-0.17655844456539563,-1.1718557044986222,-1.4465933775258835,-0.7705857652879792,1.937547029986266,0.5110865815933983
1,24.5,12.75,1,1,Energy,Asian,4.75,1,1,2,0,ByBirth,00073,444,1,-0.5973800661203341,1.6049446024031364,0.754617248286032,-0.0826775871235762,-0.11033910351848324,-0.5503469253785075,1.4490179234441376,1.2102253100818008,0.44402095833296623,0.9796078953320075
1,21.83,11.0,1,1,Utilities,White,0.29,1,1,6,0,ByBirth,00121,0,1,-0.8223682105222708,1.2531756426709344,-0.5781950786088607,0.7399196334994419,-0.19556051634407481,-0.8776914078828045,1.2868294492546397,-0.7705857652879792,1.3568584338616614,-0.9341639144381613
1,40.25,21.5,1,1,Education,Other,20.0,1,1,11,0,ByBirth,00000,1200,1,0.7297971901832243,3.363789401064146,5.31187912836386,1.7681661592782147,0.03476762642779434,0.873156583688252,2.035756584517563,2.9269803256541898,1.937547029986266,1.2911916150616238
1,41.42,5.0,1,1,Materials,Black,5.0,1,1,6,1,ByBirth,00470,0,1,0.8283875006514888,0.04711063787481323,0.8293264594348488,0.7399196334994419,-0.19556051634407481,0.9559341300170696,0.46101083465052917,1.2666316697624276,1.3568584338616614,-0.9341639144381613
0,17.83,11.0,1,1,Utilities,Black,1.0,1,1,11,0,ByBirth,00000,3000,1,-1.1594291010120634,1.2531756426709344,-0.3660209189462208,1.7681661592782147,0.3802598405855981,-1.4477884844427076,1.2868294492546397,-0.18941347421806598,1.937547029986266,1.57859628792256
1,23.17,11.125,1,1,Utilities,Black,0.46,1,1,1,0,ByBirth,00100,0,1,-0.70945281220819,1.2783019969375202,-0.5273928150276652,-0.2883268922793307,-0.19556051634407481,-0.7088834944810036,1.299175719531927,-0.6065151728872693,0.007192585449686604,-0.9341639144381613
1,28.800052547893134,0.625,1,1,Financials,White,0.25,0,0,0,0,ByBirth,00380,2010,0,-0.23503518088389372,-0.8323117614556917,-0.5901485523926714,-0.49397619743508525,0.19023912279880603,-0.08914196171890731,-1.0952631588496227,-0.8123325049583112,-0.7395704503769633,1.4529650523751299
1,18.17,10.25,1,1,Energy,Black,1.085,0,0,0,0,ByBirth,00320,13,0,-1.1307789253204308,1.1024175170714192,-0.3406197871556231,-0.49397619743508525,-0.19306529479737958,-1.3948251820278081,1.2099379699134527,-0.13425021239858018,-0.7395704503769633,-0.10594285839833616
1,20.0,11.045,1,1,Energy,White,2.0,0,0,0,1,ByBirth,00136,0,0,-0.9765735679213507,1.2622211302069053,-0.06718407435095339,-0.49397619743508525,-0.19556051634407481,-1.1249778566022668,1.2912888596511045,0.34796946588189764,-0.7395704503769633,-0.9341639144381613
1,20.0,0.0,1,1,Real Estate,White,0.5,0,0,0,0,ByBirth,00144,0,0,-0.9765735679213507,-0.957943532788621,-0.5154393412438545,-0.49397619743508525,-0.19556051634407481,-1.1249778566022668,-1.673699316498593,-0.5706927379986325,-0.7395704503769633,-0.9341639144381613
0,20.75,9.54,1,1,ConsumerDiscretionary,White,0.04,0,0,0,0,ByBirth,00200,1000,0,-0.9133746509545146,0.9596998248372114,-0.6529042897576776,-0.49397619743508525,-0.0036203973675171864,-1.0211203591197318,1.1322696181644314,-1.0560945292262123,-0.7395704503769633,1.2340255049553286
0,24.5,1.75,0,0,Energy,White,0.165,0,0,0,0,ByBirth,00132,0,0,-0.5973800661203341,-0.606174573056419,-0.615549684183269,-0.49397619743508525,-0.19556051634407481,-0.5503469253785075,-0.4684735190861056,-0.9056668761680456,-0.7395704503769633,-0.9341639144381613
1,32.75,2.335,1,1,Real Estate,Black,5.75,0,0,0,1,ByBirth,00292,0,0,0.09780802051486316,-0.48858323508879725,1.0534540928812994,-0.49397619743508525,-0.19556051634407481,0.279244574653881,-0.23868524257519858,1.4227353460818244,-0.7395704503769633,-0.9341639144381613
0,52.17,0.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,00000,0,0,1.7342386438428063,-0.957943532788621,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,1.6244398405491085,-1.673699316498593,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
0,48.17,1.335,1,1,ConsumerDiscretionary,Other,0.335,0,0,0,0,ByBirth,00000,120,0,1.3971777533530139,-0.689594069221484,-0.5647474206020736,-0.49397619743508525,-0.17252770206688792,1.3929648768448344,-0.6633742012358949,-0.7251407621279651,-0.7395704503769633,0.5709093803504012
0,20.42,10.5,0,0,Utilities,Black,0.0,0,0,0,1,ByBirth,00154,32,0,-0.9411821744199224,1.1526702256045909,-0.6648577635414882,-0.49397619743508525,-0.18941843253682497,-1.0663693082312802,1.2361237365241589,-1.108075678098596,-0.7395704503769633,0.16315259798151596
1,50.75,0.585,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,00145,0,0,1.6145820277189298,-0.8403521948209992,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,1.5443228314014736,-1.1249570178404265,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
1,17.08,0.085,0,0,Energy,White,0.04,0,0,0,0,ByBirth,00140,722,0,-1.2226280179788995,-0.9408576118873426,-0.6529042897576776,-0.49397619743508525,-0.05697975044300021,-1.568082811671096,-1.5765045594152847,-1.0560945292262123,-0.7395704503769633,1.1319216067557132
1,18.33,1.21,0,0,Education,Other,0.0,0,0,0,0,ByBirth,00100,0,0,-1.1172964897008393,-0.71472042348807,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,-1.3702254769658613,-0.7289245284988619,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
0,32.0,6.0,1,1,Real Estate,White,1.25,0,0,0,0,ByBirth,00272,0,0,0.03460910354802705,0.2481214720075001,-0.29131170779740395,-0.49397619743508525,-0.19556051634407481,0.21273312445385245,0.6446666359370482,-0.03330979789866904,-0.7395704503769633,-0.9341639144381613
1,59.67,1.54,1,1,Materials,White,0.125,1,0,0,1,ByBirth,00260,0,1,2.3662278135111676,-0.6483868482242833,-0.6275031579670798,-0.49397619743508525,-0.19556051634407481,2.0149785165950553,-0.5631149102280378,-0.951972001779199,-0.7395704503769633,-0.9341639144381613
1,18.0,0.165,1,1,Materials,Other,0.21,0,0,0,0,ByBirth,00200,40,1,-1.145104013166247,-0.9247767451567277,-0.6021020261764821,-0.49397619743508525,-0.18788291158501252,-1.4211883611096232,-1.4917467384041723,-0.8554370977596881,-0.7395704503769633,0.23127442001978338
